资金,日期(月/日/年),操作
5080.22,6/27/17,1
5114.02,6/28/17,1
5060.51,6/29/17,0
4961.28,6/30/17,0
4961.28,7/1/17,0
4961.28,7/2/17,1
5145.17,7/3/17,1
5222.52,7/4/17,1
5220.83,7/5/17,1
5243.08,7/6/17,0
5140.27,7/7/17,0
5140.27,7/8/17,0
5140.27,7/9/17,0
5140.27,7/10/17,0
5140.27,7/11/17,1
5166.51,7/12/17,1
5099.45,7/13/17,1
5064.17,7/14/17,0
4964.87,7/15/17,0
4964.87,7/16/17,0
4964.87,7/17/17,1
5909.72,7/18/17,0
5793.84,7/19/17,0
5793.84,7/20/17,1
6725.87,7/21/17,1
7040.36,7/22/17,1
7085.25,7/23/17,0
6946.32,7/24/17,0
6946.32,7/25/17,0
6946.32,7/26/17,1
7031.41,7/27/17,1
7387.31,7/28/17,1
7395.71,7/29/17,1
7292.55,7/30/17,1
7612.5,7/31/17,1
7603.12,8/1/17,0
7454.04,8/2/17,1
7580.5,8/3/17,1
7569.33,8/4/17,1
8730.82,8/5/17,1
8824.28,8/6/17,1
8709.35,8/7/17,1
9379.94,8/8/17,0
9196.02,8/9/17,0
9196.02,8/10/17,1
9804.45,8/11/17,1
10399.05,8/12/17,1
10441.47,8/13/17,1
11560.17,8/14/17,1
11382.13,8/15/17,1
11282.11,8/16/17,1
11683.61,8/17/17,0
11454.52,8/18/17,0
11454.52,8/19/17,0
11454.52,8/20/17,0
11454.52,8/21/17,0
11454.52,8/22/17,1
11761.43,8/23/17,1
12227.29,8/24/17,1
12203.21,8/25/17,1
12284.18,8/26/17,1
12266.7,8/27/17,1
12223.72,8/28/17,1
12981.35,8/29/17,1
12944.73,8/30/17,1
12909.61,8/31/17,1
13837.07,9/1/17,0
13565.75,9/2/17,0
13565.75,9/3/17,0
13565.75,9/4/17,1
13742.52,9/5/17,0
13473.06,9/6/17,1
14021.11,9/7/17,0
13746.19,9/8/17,0
13746.19,9/9/17,0
13746.19,9/10/17,0
13746.19,9/11/17,0
13746.19,9/12/17,0
13746.19,9/13/17,0
13746.19,9/14/17,0
13746.19,9/15/17,1
15769.38,9/16/17,1
15695.78,9/17/17,1
15412.83,9/18/17,1
16522.68,9/19/17,1
16665.76,9/20/17,0
16338.98,9/21/17,0
16338.98,9/22/17,1
16630.22,9/23/17,1
16635.65,9/24/17,1
17361.98,9/25/17,1
17219.97,9/26/17,1
17090.91,9/27/17,1
18504.46,9/28/17,1
18467.41,9/29/17,1
18338.36,9/30/17,1
19203.49,10/1/17,1
19318.7,10/2/17,1
19350.35,10/3/17,0
18970.93,10/4/17,1
19099.35,10/5/17,1
19010.11,10/6/17,1
19263.71,10/7/17,1
20258.94,10/8/17,1
20273.81,10/9/17,1
21051.28,10/10/17,1
21215.06,10/11/17,1
21226.88,10/12/17,1
24491.52,10/13/17,1
25264.64,10/14/17,1
25645.63,10/15/17,0
25142.77,10/16/17,0
25142.77,10/17/17,0
25142.77,10/18/17,1
25235.65,10/19/17,1
26345.18,10/20/17,1
26375.93,10/21/17,1
26361.59,10/22/17,1
25889.69,10/23/17,1
25997.68,10/24/17,0
25487.92,10/25/17,1
25973.28,10/26/17,1
25958.65,10/27/17,1
25460.07,10/28/17,1
27129.31,10/29/17,1
27045.82,10/30/17,1
28157.16,10/31/17,1
29376.51,11/1/17,1
29758.51,11/2/17,1
31723.05,11/3/17,1
32780.04,11/4/17,1
32464.68,11/5/17,0
31828.12,11/6/17,0
31828.12,11/7/17,0
31828.12,11/8/17,0
31828.12,11/9/17,0
31828.12,11/10/17,0
31828.12,11/11/17,0
31828.12,11/12/17,1
35756.26,11/13/17,1
35447.31,11/14/17,1
39856.91,11/15/17,1
42660.54,11/16/17,1
42953.89,11/17/17,1
42672.06,11/18/17,1
43712.03,11/19/17,1
43941.66,11/20/17,1
43996.68,11/21/17,1
45133.39,11/22/17,1
44962.45,11/23/17,1
45040.28,11/24/17,1
47531.83,11/25/17,1
47866.96,11/26/17,1
53050.05,11/27/17,1
54328.57,11/28/17,1
54145.65,11/29/17,1
55392.28,11/30/17,1
59412.89,12/1/17,1
59390.88,12/2/17,1
61862.3,12/3/17,1
63239.05,12/4/17,1
63273.93,12/5/17,1
73917.24,12/6/17,1
90080.64,12/7/17,1
92039.84,12/8/17,0
90235.14,12/9/17,0
90235.14,12/10/17,0
90235.14,12/11/17,1
101425.14,12/12/17,0
99436.41,12/13/17,0
99436.41,12/14/17,1
106601.67,12/15/17,1
116959.48,12/16/17,1
115647.15,12/17/17,1
113739.42,12/18/17,0
111509.24,12/19/17,0
111509.24,12/20/17,0
111509.24,12/21/17,0
111509.24,12/22/17,0
111509.24,12/23/17,0
111509.24,12/24/17,0
111509.24,12/25/17,0
111509.24,12/26/17,1
124028.49,12/27/17,0
121596.56,12/28/17,0
121596.56,12/29/17,0
121596.56,12/30/17,1
127781.89,12/31/17,0
125276.36,1/1/18,1
133590.8,1/2/18,1
134012.83,1/3/18,1
133888.0,1/4/18,1
152893.93,1/5/18,1
154185.5,1/6/18,1
152732.17,1/7/18,0
149737.42,1/8/18,0
149737.42,1/9/18,0
149737.42,1/10/18,0
149737.42,1/11/18,1
153603.23,1/12/18,1
152259.71,1/13/18,1
152941.23,1/14/18,1
154699.69,1/15/18,0
151666.36,1/16/18,0
151666.36,1/17/18,1
151748.45,1/18/18,1
149466.58,1/19/18,1
173220.76,1/20/18,0
169824.27,1/21/18,0
169824.27,1/22/18,0
169824.27,1/23/18,0
169824.27,1/24/18,0
169824.27,1/25/18,0
169824.27,1/26/18,1
174917.31,1/27/18,1
173499.63,1/28/18,1
170180.08,1/29/18,0
166843.22,1/30/18,0
166843.22,1/31/18,0
166843.22,2/1/18,0
166843.22,2/2/18,0
166843.22,2/3/18,0
166843.22,2/4/18,0
166843.22,2/5/18,0
166843.22,2/6/18,1
191312.15,2/7/18,1
194632.46,2/8/18,1
194739.77,2/9/18,1
196506.38,2/10/18,1
197063.28,2/11/18,0
193199.29,2/12/18,1
201847.83,2/13/18,1
219147.06,2/14/18,1
222363.53,2/15/18,1
237753.06,2/16/18,1
254534.96,2/17/18,1
260259.5,2/18/18,1
260849.59,2/19/18,1
267409.63,2/20/18,1
264019.31,2/21/18,0
258842.46,2/22/18,1
259670.97,2/23/18,1
259905.63,2/24/18,0
254809.44,2/25/18,1
266610.9,2/26/18,1
265860.08,2/27/18,1
267166.39,2/28/18,1
283634.52,3/1/18,1
281618.27,3/2/18,1
291815.99,3/3/18,1
294475.59,3/4/18,1
296707.91,3/5/18,0
290890.11,3/6/18,0
290890.11,3/7/18,0
290890.11,3/8/18,0
290890.11,3/9/18,0
290890.11,3/10/18,0
290890.11,3/11/18,1
298360.66,3/12/18,1
297446.25,3/13/18,1
297408.56,3/14/18,0
291577.02,3/15/18,1
291752.06,3/16/18,0
286031.43,3/17/18,0
286031.43,3/18/18,1
288680.4,3/19/18,1
295324.51,3/20/18,1
307065.0,3/21/18,0
301044.12,3/22/18,0
301044.12,3/23/18,0
301044.12,3/24/18,0
301044.12,3/25/18,0
301044.12,3/26/18,0
301044.12,3/27/18,0
301044.12,3/28/18,0
301044.12,3/29/18,0
301044.12,3/30/18,0
301044.12,3/31/18,0
301044.12,4/1/18,0
301044.12,4/2/18,1
310854.54,4/3/18,1
311527.6,4/4/18,0
305419.22,4/5/18,0
305419.22,4/6/18,0
305419.22,4/7/18,1
316714.78,4/8/18,0
310504.69,4/9/18,0
310504.69,4/10/18,1
310781.47,4/11/18,1
352132.67,4/12/18,1
356333.17,4/13/18,1
360598.11,4/14/18,1
374249.23,4/15/18,1
375476.5,4/16/18,0
368114.22,4/17/18,1
373215.97,4/18/18,1
373719.81,4/19/18,1
404654.16,4/20/18,1
402573.76,4/21/18,1
408214.1,4/22/18,1
408363.19,4/23/18,1
436779.95,4/24/18,1
441468.29,4/25/18,0
432812.05,4/26/18,0
432812.05,4/27/18,0
432812.05,4/28/18,1
443607.76,4/29/18,1
440057.12,4/30/18,1
439105.68,5/1/18,1
438244.34,5/2/18,1
458102.12,5/3/18,1
463523.8,5/4/18,1
465897.97,5/5/18,1
457668.12,5/6/18,1
457730.08,5/7/18,0
448754.98,5/8/18,0
448754.98,5/9/18,0
448754.98,5/10/18,0
448754.98,5/11/18,0
448754.98,5/12/18,0
448754.98,5/13/18,1
449755.54,5/14/18,1
442447.81,5/15/18,1
440347.82,5/16/18,0
431713.55,5/17/18,0
431713.55,5/18/18,0
431713.55,5/19/18,1
437032.75,5/20/18,1
430773.19,5/21/18,1
431342.06,5/22/18,0
422884.37,5/23/18,0
422884.37,5/24/18,0
422884.37,5/25/18,0
422884.37,5/26/18,0
422884.37,5/27/18,0
422884.37,5/28/18,0
422884.37,5/29/18,0
422884.37,5/30/18,0
422884.37,5/31/18,1
422923.22,6/1/18,1
429097.16,6/2/18,1
428647.77,6/3/18,1
420965.89,6/4/18,1
427445.66,6/5/18,1
427653.77,6/6/18,1
430844.11,6/7/18,1
427694.37,6/8/18,1
427435.44,6/9/18,0
419054.35,6/10/18,0
419054.35,6/11/18,0
419054.35,6/12/18,0
419054.35,6/13/18,1
432389.6,6/14/18,1
431764.9,6/15/18,1
423439.56,6/16/18,1
420511.32,6/17/18,1
419299.98,6/18/18,1
438243.25,6/19/18,1
436793.82,6/20/18,1
439793.39,6/21/18,0
431169.99,6/22/18,0
431169.99,6/23/18,0
431169.99,6/24/18,0
431169.99,6/25/18,0
431169.99,6/26/18,0
431169.99,6/27/18,0
431169.99,6/28/18,0
431169.99,6/29/18,1
445220.93,6/30/18,1
456057.57,7/1/18,1
462590.35,7/2/18,1
474063.47,7/3/18,1
471691.82,7/4/18,1
472413.49,7/5/18,1
468989.05,7/6/18,1
471762.82,7/7/18,1
483157.72,7/8/18,1
481045.88,7/9/18,0
471613.61,7/10/18,0
471613.61,7/11/18,0
471613.61,7/12/18,0
471613.61,7/13/18,0
471613.61,7/14/18,0
471613.61,7/15/18,1
482015.01,7/16/18,1
508320.77,7/17/18,1
541743.79,7/18/18,1
547277.06,7/19/18,1
549618.42,7/20/18,1
542733.06,7/21/18,1
551338.31,7/22/18,1
568992.51,7/23/18,1
570858.29,7/24/18,1
610522.99,7/25/18,1
605799.26,7/26/18,0
593920.84,7/27/18,1
600055.08,7/28/18,1
601821.75,7/29/18,1
602890.14,7/30/18,0
591068.76,7/31/18,0
591068.76,8/1/18,0
591068.76,8/2/18,0
591068.76,8/3/18,0
591068.76,8/4/18,0
591068.76,8/5/18,0
591068.76,8/6/18,0
591068.76,8/7/18,0
591068.76,8/8/18,0
591068.76,8/9/18,0
591068.76,8/10/18,0
591068.76,8/11/18,1
595731.1,8/12/18,1
599123.45,8/13/18,1
590161.71,8/14/18,1
600596.64,8/15/18,1
598704.26,8/16/18,1
595883.85,8/17/18,1
607585.92,8/18/18,1
604503.26,8/19/18,1
612292.31,8/20/18,1
604237.33,8/21/18,1
620660.23,8/22/18,0
608490.42,8/23/18,1
614309.43,8/24/18,1
630811.77,8/25/18,1
632580.52,8/26/18,1
630796.46,8/27/18,1
657155.16,8/28/18,1
664491.79,8/29/18,0
651462.54,8/30/18,0
651462.54,8/31/18,0
651462.54,9/1/18,1
659541.24,9/2/18,1
660725.46,9/3/18,1
661101.35,9/4/18,0
648138.58,9/5/18,0
648138.58,9/6/18,0
648138.58,9/7/18,0
648138.58,9/8/18,0
648138.58,9/9/18,0
648138.58,9/10/18,0
648138.58,9/11/18,0
648138.58,9/12/18,0
648138.58,9/13/18,1
652809.52,9/14/18,1
654777.52,9/15/18,1
655152.69,9/16/18,1
642919.37,9/17/18,1
632476.01,9/18/18,1
637072.28,9/19/18,1
644723.57,9/20/18,1
669978.7,9/21/18,1
678630.09,9/22/18,1
674042.19,9/23/18,1
666896.33,9/24/18,1
661285.96,9/25/18,1
649752.84,9/26/18,1
656467.2,9/27/18,1
671594.81,9/28/18,0
658426.28,9/29/18,0
658426.28,9/30/18,0
658426.28,10/1/18,0
658426.28,10/2/18,0
658426.28,10/3/18,0
658426.28,10/4/18,0
658426.28,10/5/18,0
658426.28,10/6/18,0
658426.28,10/7/18,0
658426.28,10/8/18,0
658426.28,10/9/18,0
658426.28,10/10/18,0
658426.28,10/11/18,0
658426.28,10/12/18,0
658426.28,10/13/18,0
658426.28,10/14/18,1
661211.95,10/15/18,1
676234.27,10/16/18,1
675937.73,10/17/18,1
673044.38,10/18/18,1
667056.83,10/19/18,1
664927.02,10/20/18,1
669310.37,10/21/18,1
666561.88,10/22/18,1
664168.73,10/23/18,1
666923.6,10/24/18,1
665023.76,10/25/18,1
663382.49,10/26/18,1
662579.53,10/27/18,1
661687.25,10/28/18,1
654048.77,10/29/18,1
646546.19,10/30/18,1
645742.51,10/31/18,1
649910.16,11/1/18,1
654561.73,11/2/18,1
654843.1,11/3/18,1
654992.03,11/4/18,1
659612.69,11/5/18,1
659694.16,11/6/18,1
670046.97,11/7/18,1
664663.23,11/8/18,1
660432.99,11/9/18,1
655725.74,11/10/18,1
653597.9,11/11/18,1
656698.89,11/12/18,1
652962.05,11/13/18,0
640158.87,11/14/18,0
640158.87,11/15/18,0
640158.87,11/16/18,0
640158.87,11/17/18,0
640158.87,11/18/18,0
640158.87,11/19/18,0
640158.87,11/20/18,0
640158.87,11/21/18,0
640158.87,11/22/18,0
640158.87,11/23/18,0
640158.87,11/24/18,0
640158.87,11/25/18,1
643532.81,11/26/18,0
630914.52,11/27/18,1
669109.18,11/28/18,1
695252.51,11/29/18,1
697696.24,11/30/18,0
684015.92,12/1/18,0
684015.92,12/2/18,0
684015.92,12/3/18,0
684015.92,12/4/18,0
684015.92,12/5/18,0
684015.92,12/6/18,0
684015.92,12/7/18,0
684015.92,12/8/18,0
684015.92,12/9/18,1
684254.13,12/10/18,0
670837.38,12/11/18,0
670837.38,12/12/18,0
670837.38,12/13/18,0
670837.38,12/14/18,0
670837.38,12/15/18,0
670837.38,12/16/18,1
682044.31,12/17/18,1
715043.71,12/18/18,1
765608.38,12/19/18,1
800753.66,12/20/18,1
831381.51,12/21/18,0
815079.91,12/22/18,1
822902.49,12/23/18,1
816301.19,12/24/18,0
800295.28,12/25/18,0
800295.28,12/26/18,0
800295.28,12/27/18,0
800295.28,12/28/18,1
819890.47,12/29/18,0
803814.19,12/30/18,0
803814.19,12/31/18,0
803814.19,1/1/19,1
809812.98,1/2/19,1
811895.86,1/3/19,1
802829.11,1/4/19,1
809968.4,1/5/19,1
823375.39,1/6/19,1
847661.43,1/7/19,1
846854.25,1/8/19,1
847250.84,1/9/19,0
830638.08,1/10/19,0
830638.08,1/11/19,0
830638.08,1/12/19,0
830638.08,1/13/19,0
830638.08,1/14/19,1
843131.5,1/15/19,1
834943.13,1/16/19,1
834979.83,1/17/19,1
837507.99,1/18/19,1
850910.43,1/19/19,1
854013.08,1/20/19,0
837267.73,1/21/19,0
837267.73,1/22/19,0
837267.73,1/23/19,0
837267.73,1/24/19,0
837267.73,1/25/19,0
837267.73,1/26/19,0
837267.73,1/27/19,0
837267.73,1/28/19,0
837267.73,1/29/19,0
837267.73,1/30/19,0
837267.73,1/31/19,0
837267.73,2/1/19,0
837267.73,2/2/19,0
837267.73,2/3/19,0
837267.73,2/4/19,0
837267.73,2/5/19,0
837267.73,2/6/19,0
837267.73,2/7/19,0
837267.73,2/8/19,1
885246.71,2/9/19,1
886044.65,2/10/19,1
891342.47,2/11/19,1
877603.43,2/12/19,1
878316.74,2/13/19,1
873983.7,2/14/19,1
870552.57,2/15/19,1
872460.37,2/16/19,1
875204.79,2/17/19,1
887582.5,2/18/19,1
945628.85,2/19/19,1
949432.35,2/20/19,1
964097.48,2/21/19,1
953869.37,2/22/19,1
963202.82,2/23/19,1
1000952.53,2/24/19,0
981326.01,2/25/19,1
982884.55,2/26/19,1
978573.31,2/27/19,1
979027.93,2/28/19,1
983331.51,3/1/19,1
979382.94,3/2/19,1
978570.75,3/3/19,1
974264.61,3/4/19,0
955161.38,3/5/19,1
971889.86,3/6/19,1
973044.41,3/7/19,1
975546.76,3/8/19,1
972821.03,3/9/19,1
991544.77,3/10/19,1
985925.14,3/11/19,1
974108.61,3/12/19,1
976974.9,3/13/19,1
973275.33,3/14/19,1
975142.68,3/15/19,1
988015.88,3/16/19,1
1007956.91,3/17/19,1
1002678.62,3/18/19,1
1003644.93,3/19/19,1
1011259.92,3/20/19,1
1018109.39,3/21/19,1
1002031.07,3/22/19,1
1003717.71,3/23/19,1
1006945.42,3/24/19,1
1002475.32,3/25/19,1
987862.77,3/26/19,1
990836.98,3/27/19,1
1016129.08,3/28/19,1
1013333.07,3/29/19,1
1032955.34,3/30/19,1
1032676.74,3/31/19,1
1032606.46,4/1/19,1
1042236.89,4/2/19,1
1225546.27,4/3/19,1
1244854.81,4/4/19,1
1232664.3,4/5/19,1
1262162.97,4/6/19,1
1268374.93,4/7/19,1
1302476.72,4/8/19,1
1322385.12,4/9/19,1
1299068.3,4/10/19,1
1332793.61,4/11/19,0
1306660.4,4/12/19,0
1306660.4,4/13/19,0
1306660.4,4/14/19,0
1306660.4,4/15/19,0
1306660.4,4/16/19,1
1321857.93,4/17/19,1
1327891.52,4/18/19,1
1342120.83,4/19/19,1
1342306.52,4/20/19,1
1350507.32,4/21/19,1
1343524.94,4/22/19,1
1367781.41,4/23/19,1
1403639.57,4/24/19,1
1382280.35,4/25/19,0
1355176.81,4/26/19,0
1355176.81,4/27/19,0
1355176.81,4/28/19,0
1355176.81,4/29/19,0
1355176.81,4/30/19,0
1355176.81,5/1/19,0
1355176.81,5/2/19,0
1355176.81,5/3/19,1
1394411.83,5/4/19,1
1422496.57,5/5/19,1
1409329.23,5/6/19,1
1401148.32,5/7/19,1
1418710.52,5/8/19,1
1463324.68,5/9/19,1
1515133.8,5/10/19,1
1564704.81,5/11/19,1
1786614.65,5/12/19,0
1751582.99,5/13/19,1
1925040.23,5/14/19,1
1966768.94,5/15/19,1
2019479.8,5/16/19,0
1979882.16,5/17/19,0
1979882.16,5/18/19,0
1979882.16,5/19/19,1
2189175.72,5/20/19,0
2146250.71,5/21/19,0
2146250.71,5/22/19,0
2146250.71,5/23/19,1
2174351.07,5/24/19,1
2208281.29,5/25/19,1
2227096.46,5/26/19,1
2412784.17,5/27/19,1
2419858.83,5/28/19,1
2406013.03,5/29/19,1
2390313.03,5/30/19,0
2343444.15,5/31/19,1
2375633.05,6/1/19,1
2375908.0,6/2/19,1
2427073.84,6/3/19,0
2379484.16,6/4/19,0
2379484.16,6/5/19,0
2379484.16,6/6/19,0
2379484.16,6/7/19,1
2391142.09,6/8/19,1
2371126.94,6/9/19,0
2324634.25,6/10/19,1
2392331.58,6/11/19,1
2361668.23,6/12/19,1
2437873.21,6/13/19,1
2457207.82,6/14/19,1
2593140.7,6/15/19,1
2642616.66,6/16/19,1
2678267.27,6/17/19,1
2782215.42,6/18/19,0
2727662.18,6/19/19,1
2734732.41,6/20/19,1
2808288.54,6/21/19,1
3008061.28,6/22/19,1
3143373.33,6/23/19,1
3186346.14,6/24/19,1
3246163.35,6/25/19,1
3466817.01,6/26/19,1
3810407.97,6/27/19,0
3735694.09,6/28/19,1
4070869.42,6/29/19,0
3991048.45,6/30/19,0
3991048.45,7/1/19,0
3991048.45,7/2/19,1
3996635.62,7/3/19,1
4432850.12,7/4/19,0
4345931.49,7/5/19,0
4345931.49,7/6/19,1
4368402.23,7/7/19,1
4463676.77,7/8/19,1
4788843.89,7/9/19,1
4895292.2,7/10/19,0
4799306.08,7/11/19,0
4799306.08,7/12/19,1
4892160.64,7/13/19,0
4796235.92,7/14/19,0
4796235.92,7/15/19,1
5019091.62,7/16/19,0
4920678.06,7/17/19,1
4966162.56,7/18/19,1
5461162.83,7/19/19,1
5408386.69,7/20/19,1
5526017.79,7/21/19,1
5434905.67,7/22/19,0
5328338.89,7/23/19,0
5328338.89,7/24/19,0
5328338.89,7/25/19,0
5328338.89,7/26/19,0
5328338.89,7/27/19,0
5328338.89,7/28/19,0
5328338.89,7/29/19,0
5328338.89,7/30/19,0
5328338.89,7/31/19,1
5493832.88,8/1/19,1
5669504.57,8/2/19,1
5736173.41,8/3/19,1
5891443.5,8/4/19,1
5981689.95,8/5/19,1
6421732.63,8/6/19,0
6295816.3,8/7/19,1
6438925.39,8/8/19,1
6458084.72,8/9/19,1
6382841.67,8/10/19,0
6257687.91,8/11/19,1
6289757.36,8/12/19,1
6191562.49,8/13/19,0
6070159.3,8/14/19,0
6070159.3,8/15/19,1
6120581.56,8/16/19,1
6154606.01,8/17/19,1
6068508.16,8/18/19,1
6129748.61,8/19/19,1
6486010.25,8/20/19,1
