资金,日期(月/日/年),操作
22343.08,6/22/17,1
22343.08,6/22/17,1
22229.96,6/23/17,0
22229.96,6/23/17,0
21794.08,6/24/17,0
21794.08,6/24/17,0
21794.08,6/25/17,0
21794.08,6/25/17,0
21794.08,6/26/17,0
21794.08,6/26/17,0
21794.08,6/27/17,1
21794.08,6/27/17,1
21939.09,6/28/17,1
21939.09,6/28/17,1
21709.55,6/29/17,0
21709.55,6/29/17,0
21283.87,6/30/17,0
21283.87,6/30/17,0
21283.87,7/1/17,0
21283.87,7/1/17,0
21283.87,7/2/17,1
21283.87,7/2/17,1
22072.77,7/3/17,1
22072.77,7/3/17,1
22404.6,7/4/17,1
22404.6,7/4/17,1
22397.36,7/5/17,1
22397.36,7/5/17,1
22492.83,7/6/17,0
22492.83,7/6/17,0
22051.79,7/7/17,0
22051.79,7/7/17,0
22051.79,7/8/17,0
22051.79,7/8/17,0
22051.79,7/9/17,0
22051.79,7/9/17,0
22051.79,7/10/17,0
22051.79,7/10/17,0
22051.79,7/11/17,1
22051.79,7/11/17,1
22164.36,7/12/17,1
22164.36,7/12/17,1
21876.68,7/13/17,1
21876.68,7/13/17,1
21725.31,7/14/17,0
21725.31,7/14/17,0
21299.32,7/15/17,0
21299.32,7/15/17,0
21299.32,7/16/17,0
21299.32,7/16/17,0
21299.32,7/17/17,1
21299.32,7/17/17,1
25352.74,7/18/17,0
25352.74,7/18/17,0
24855.63,7/19/17,0
24855.63,7/19/17,0
24855.63,7/20/17,1
24855.63,7/20/17,1
28854.03,7/21/17,1
28854.03,7/21/17,1
30203.19,7/22/17,1
30203.19,7/22/17,1
30395.75,7/23/17,0
30395.75,7/23/17,0
29799.75,7/24/17,0
29799.75,7/24/17,0
29799.75,7/25/17,0
29799.75,7/25/17,0
29799.75,7/26/17,1
29799.75,7/26/17,1
30164.77,7/27/17,1
30164.77,7/27/17,1
31691.58,7/28/17,1
31691.58,7/28/17,1
31727.62,7/29/17,1
31727.62,7/29/17,1
31285.06,7/30/17,1
31285.06,7/30/17,1
32657.66,7/31/17,1
32657.66,7/31/17,1
32617.42,8/1/17,0
32617.42,8/1/17,0
31977.86,8/2/17,1
31977.86,8/2/17,1
32520.36,8/3/17,1
32520.36,8/3/17,1
32472.43,8/4/17,1
32472.43,8/4/17,1
37455.2,8/5/17,1
37455.2,8/5/17,1
37856.13,8/6/17,1
37856.13,8/6/17,1
37363.08,8/7/17,1
37363.08,8/7/17,1
40239.91,8/8/17,0
40239.91,8/8/17,0
39450.89,8/9/17,2
39450.89,8/9/17,2
39470.54,8/10/17,1
39470.54,8/10/17,1
41673.444,8/11/17,1
41673.444,8/11/17,1
44200.76,8/12/17,1
44200.76,8/12/17,1
44381.07,8/13/17,1
44381.07,8/13/17,1
49136.04,8/14/17,1
49136.04,8/14/17,1
48379.28,8/15/17,1
48379.28,8/15/17,1
47954.13,8/16/17,1
47954.13,8/16/17,1
49660.71,8/17/17,0
49660.71,8/17/17,0
48686.97,8/18/17,0
48686.97,8/18/17,0
48686.97,8/19/17,0
48686.97,8/19/17,0
48686.97,8/20/17,0
48686.97,8/20/17,0
48686.97,8/21/17,0
48686.97,8/21/17,0
48686.97,8/22/17,1
48686.97,8/22/17,1
49991.49,8/23/17,1
49991.49,8/23/17,1
51971.62,8/24/17,1
51971.62,8/24/17,1
51869.28,8/25/17,1
51869.28,8/25/17,1
52213.46,8/26/17,1
52213.46,8/26/17,1
52139.16,8/27/17,1
52139.16,8/27/17,1
51956.45,8/28/17,1
51956.45,8/28/17,1
55176.72,8/29/17,1
55176.72,8/29/17,1
55021.08,8/30/17,1
55021.08,8/30/17,1
54871.79,8/31/17,1
54871.79,8/31/17,1
58813.92,9/1/17,0
58813.92,9/1/17,0
57660.71,9/2/17,0
57660.71,9/2/17,0
57660.71,9/3/17,0
57660.71,9/3/17,0
57660.71,9/4/17,1
57660.71,9/4/17,1
58412.08,9/5/17,0
58412.08,9/5/17,0
57266.75,9/6/17,1
57266.75,9/6/17,1
59596.21,9/7/17,0
59596.21,9/7/17,0
58427.66,9/8/17,0
58427.66,9/8/17,0
58427.66,9/9/17,0
58427.66,9/9/17,0
58427.66,9/10/17,0
58427.66,9/10/17,0
58427.66,9/11/17,0
58427.66,9/11/17,0
58427.66,9/12/17,0
58427.66,9/12/17,0
58427.66,9/13/17,0
58427.66,9/13/17,0
58427.66,9/14/17,0
58427.66,9/14/17,0
58427.66,9/15/17,1
58427.66,9/15/17,1
67027.14,9/16/17,1
67027.14,9/16/17,1
66714.32,9/17/17,1
66714.32,9/17/17,1
65511.65,9/18/17,1
65511.65,9/18/17,1
70229.01,9/19/17,1
70229.01,9/19/17,1
70837.16,9/20/17,0
70837.16,9/20/17,0
69448.2,9/21/17,0
69448.2,9/21/17,0
69448.2,9/22/17,1
69448.2,9/22/17,1
70686.1,9/23/17,1
70686.1,9/23/17,1
70709.18,9/24/17,1
70709.18,9/24/17,1
73796.42,9/25/17,1
73796.42,9/25/17,1
73192.81,9/26/17,1
73192.81,9/26/17,1
72644.24,9/27/17,1
72644.24,9/27/17,1
78652.49,9/28/17,1
78652.49,9/28/17,1
78494.99,9/29/17,1
78494.99,9/29/17,1
77946.47,9/30/17,1
77946.47,9/30/17,1
81623.66,10/1/17,1
81623.66,10/1/17,1
82113.34,10/2/17,1
82113.34,10/2/17,1
82247.85,10/3/17,0
82247.85,10/3/17,0
80635.15,10/4/17,1
80635.15,10/4/17,1
81180.99,10/5/17,1
81180.99,10/5/17,1
80801.7,10/6/17,1
80801.7,10/6/17,1
81879.63,10/7/17,1
81879.63,10/7/17,1
86109.82,10/8/17,1
86109.82,10/8/17,1
86173.04,10/9/17,1
86173.04,10/9/17,1
89477.64,10/10/17,1
89477.64,10/10/17,1
90173.77,10/11/17,1
90173.77,10/11/17,1
90223.99,10/12/17,1
90223.99,10/12/17,1
104100.19,10/13/17,1
104100.19,10/13/17,1
107386.31,10/14/17,1
107386.31,10/14/17,1
109005.71,10/15/17,0
109005.71,10/15/17,0
106868.34,10/16/17,0
106868.34,10/16/17,0
106868.34,10/17/17,0
106868.34,10/17/17,0
106868.34,10/18/17,1
106868.34,10/18/17,1
107263.12,10/19/17,1
107263.12,10/19/17,1
111979.15,10/20/17,1
111979.15,10/20/17,1
112109.87,10/21/17,1
112109.87,10/21/17,1
112048.9,10/22/17,1
112048.9,10/22/17,1
110043.12,10/23/17,1
110043.12,10/23/17,1
110502.13,10/24/17,0
110502.13,10/24/17,0
108335.42,10/25/17,1
108335.42,10/25/17,1
110398.4,10/26/17,1
110398.4,10/26/17,1
110336.23,10/27/17,1
110336.23,10/27/17,1
108217.05,10/28/17,1
108217.05,10/28/17,1
115312.07,10/29/17,1
115312.07,10/29/17,1
114957.18,10/30/17,1
114957.18,10/30/17,1
119680.9,10/31/17,1
119680.9,10/31/17,1
124863.7,11/1/17,1
124863.7,11/1/17,1
126487.38,11/2/17,1
126487.38,11/2/17,1
134837.6,11/3/17,1
134837.6,11/3/17,1
139330.3,11/4/17,1
139330.3,11/4/17,1
137989.86,11/5/17,0
137989.86,11/5/17,0
135284.18,11/6/17,0
135284.18,11/6/17,0
135284.18,11/7/17,0
135284.18,11/7/17,0
135284.18,11/8/17,0
135284.18,11/8/17,0
135284.18,11/9/17,0
135284.18,11/9/17,0
135284.18,11/10/17,0
135284.18,11/10/17,0
135284.18,11/11/17,0
135284.18,11/11/17,0
135284.18,11/12/17,1
135284.18,11/12/17,1
151980.58,11/13/17,1
151980.58,11/13/17,1
150667.39,11/14/17,1
150667.39,11/14/17,1
169410.24,11/15/17,1
169410.24,11/15/17,1
181326.98,11/16/17,1
181326.98,11/16/17,1
182573.86,11/17/17,1
182573.86,11/17/17,1
181375.93,11/18/17,1
181375.93,11/18/17,1
185796.29,11/19/17,1
185796.29,11/19/17,1
186772.32,11/20/17,1
186772.32,11/20/17,1
187006.2,11/21/17,1
187006.2,11/21/17,1
191837.74,11/22/17,1
191837.74,11/22/17,1
191111.16,11/23/17,1
191111.16,11/23/17,1
191441.99,11/24/17,1
191441.99,11/24/17,1
202032.21,11/25/17,1
202032.21,11/25/17,1
203456.66,11/26/17,1
203456.66,11/26/17,1
225487.16,11/27/17,1
225487.16,11/27/17,1
230921.47,11/28/17,1
230921.47,11/28/17,1
230143.99,11/29/17,1
230143.99,11/29/17,1
235442.75,11/30/17,1
235442.75,11/30/17,1
252532.2,12/1/17,1
252532.2,12/1/17,1
252438.65,12/2/17,1
252438.65,12/2/17,1
262943.32,12/3/17,1
262943.32,12/3/17,1
268795.14,12/4/17,1
268795.14,12/4/17,1
268943.4,12/5/17,1
268943.4,12/5/17,1
314182.39,12/6/17,1
314182.39,12/6/17,1
382884.32,12/7/17,1
382884.32,12/7/17,1
391211.83,12/8/17,0
391211.83,12/8/17,0
383541.01,12/9/17,0
383541.01,12/9/17,0
383541.01,12/10/17,0
383541.01,12/10/17,0
383541.01,12/11/17,1
383541.01,12/11/17,1
431103.68,12/12/17,0
431103.68,12/12/17,0
422650.67,12/13/17,0
422650.67,12/13/17,0
422650.67,12/14/17,1
422650.67,12/14/17,1
453106.35,12/15/17,1
453106.35,12/15/17,1
497131.83,12/16/17,1
497131.83,12/16/17,1
491553.8,12/17/17,1
491553.8,12/17/17,1
483445.07,12/18/17,0
483445.07,12/18/17,0
473965.75,12/19/17,0
473965.75,12/19/17,0
473965.75,12/20/17,0
473965.75,12/20/17,0
473965.75,12/21/17,2
473965.75,12/21/17,2
474783.84,12/22/17,2
474783.84,12/22/17,2
474783.84,12/23/17,2
474783.84,12/23/17,2
474783.84,12/24/17,2
474783.84,12/24/17,2
474783.84,12/25/17,2
474783.84,12/25/17,2
474783.84,12/26/17,2
474783.84,12/26/17,2
474783.84,12/27/17,2
474783.84,12/27/17,2
479088.59,12/28/17,2
479088.59,12/28/17,2
486900.22,12/29/17,2
486900.22,12/29/17,2
486900.22,12/30/17,2
486900.22,12/30/17,2
486900.22,12/31/17,2
486900.22,12/31/17,2
486900.22,1/1/18,2
486900.22,1/1/18,2
486900.22,1/2/18,2
486900.22,1/2/18,2
487957.85,1/3/18,2
487957.85,1/3/18,2
487809.41,1/4/18,1
487809.41,1/4/18,1
540830.969,1/5/18,1
540830.969,1/5/18,1
545399.63,1/6/18,1
545399.63,1/6/18,1
540258.78,1/7/18,0
540258.78,1/7/18,0
529665.47,1/8/18,0
529665.47,1/8/18,0
529665.47,1/9/18,0
529665.47,1/9/18,0
529665.47,1/10/18,0
529665.47,1/10/18,0
529665.47,1/11/18,1
529665.47,1/11/18,1
543339.97,1/12/18,1
543339.97,1/12/18,1
538587.53,1/13/18,1
538587.53,1/13/18,1
540998.27,1/14/18,1
540998.27,1/14/18,1
547218.48,1/15/18,0
547218.48,1/15/18,0
536488.71,1/16/18,0
536488.71,1/16/18,0
536488.71,1/17/18,1
536488.71,1/17/18,1
536779.1,1/18/18,1
536779.1,1/18/18,1
528707.45,1/19/18,1
528707.45,1/19/18,1
612732.99,1/20/18,0
612732.99,1/20/18,0
600718.62,1/21/18,0
600718.62,1/21/18,0
600718.62,1/22/18,0
600718.62,1/22/18,0
600718.62,1/23/18,2
600718.62,1/23/18,2
603825.85,1/24/18,2
603825.85,1/24/18,2
604383.42,1/25/18,2
604383.42,1/25/18,2
603580.52,1/26/18,1
603580.52,1/26/18,1
615646.203,1/27/18,1
615646.203,1/27/18,1
610656.48,1/28/18,1
610656.48,1/28/18,1
598972.86,1/29/18,0
598972.86,1/29/18,0
587228.29,1/30/18,0
587228.29,1/30/18,0
587228.29,1/31/18,0
587228.29,1/31/18,0
587228.29,2/1/18,0
587228.29,2/1/18,0
587228.29,2/2/18,0
587228.29,2/2/18,0
587228.29,2/3/18,0
587228.29,2/3/18,0
587228.29,2/4/18,0
587228.29,2/4/18,0
587228.29,2/5/18,0
587228.29,2/5/18,0
587228.29,2/6/18,1
587228.29,2/6/18,1
673350.14,2/7/18,1
673350.14,2/7/18,1
685036.43,2/8/18,1
685036.43,2/8/18,1
685414.12,2/9/18,1
685414.12,2/9/18,1
691631.96,2/10/18,1
691631.96,2/10/18,1
693592.04,2/11/18,0
693592.04,2/11/18,0
679992.2,2/12/18,1
679992.2,2/12/18,1
710431.96,2/13/18,1
710431.96,2/13/18,1
771319.05,2/14/18,1
771319.05,2/14/18,1
782639.89,2/15/18,1
782639.89,2/15/18,1
836805.53,2/16/18,1
836805.53,2/16/18,1
895871.8,2/17/18,1
895871.8,2/17/18,1
916020.12,2/18/18,1
916020.12,2/18/18,1
918097.02,2/19/18,1
918097.02,2/19/18,1
941185.99,2/20/18,1
941185.99,2/20/18,1
929253.28,2/21/18,0
929253.28,2/21/18,0
911032.63,2/22/18,1
911032.63,2/22/18,1
913948.7,2/23/18,1
913948.7,2/23/18,1
914774.62,2/24/18,0
914774.62,2/24/18,0
896837.86,2/25/18,1
896837.86,2/25/18,1
938374.77,2/26/18,1
938374.77,2/26/18,1
935732.16,2/27/18,1
935732.16,2/27/18,1
940329.91,2/28/18,1
940329.91,2/28/18,1
998291.82,3/1/18,1
998291.82,3/1/18,1
991195.33,3/2/18,1
991195.33,3/2/18,1
