资金,日期(月/日/年),操作
24342.63,8/19/17,0
24342.63,8/20/17,0
24342.63,8/21/17,0
24342.63,8/22/17,1
24994.87,8/23/17,1
25984.9,8/24/17,1
25933.73,8/25/17,1
26105.81,8/26/17,1
26068.66,8/27/17,1
25977.31,8/28/17,1
27587.39,8/29/17,1
27509.58,8/30/17,1
27434.94,8/31/17,1
29405.94,9/1/17,0
28829.35,9/2/17,0
28829.35,9/3/17,0
28829.35,9/4/17,1
29205.02,9/5/17,0
28632.37,9/6/17,1
29797.06,9/7/17,0
29212.8,9/8/17,0
29212.8,9/9/17,0
29212.8,9/10/17,0
29212.8,9/11/17,0
29212.8,9/12/17,0
29212.8,9/13/17,0
29212.8,9/14/17,0
29212.8,9/15/17,1
33512.39,9/16/17,1
33355.98,9/17/17,1
32754.67,9/18/17,1
35113.27,9/19/17,1
35417.34,9/20/17,0
34722.88,9/21/17,0
34722.88,9/22/17,1
35341.81,9/23/17,1
35353.35,9/24/17,1
36896.92,9/25/17,1
36595.13,9/26/17,1
36320.85,9/27/17,1
39324.87,9/28/17,1
39246.12,9/29/17,1
38971.87,9/30/17,1
40810.4,10/1/17,1
41055.23,10/2/17,1
41122.48,10/3/17,0
40316.16,10/4/17,1
40589.07,10/5/17,1
40399.43,10/6/17,1
40938.38,10/7/17,1
43053.4,10/8/17,1
43085.01,10/9/17,1
44737.25,10/10/17,1
45085.3,10/11/17,1
45110.41,10/12/17,1
52048.27,10/13/17,1
53691.27,10/14/17,1
54500.94,10/15/17,0
53432.29,10/16/17,0
53432.29,10/17/17,0
53432.29,10/18/17,1
53629.67,10/19/17,1
55987.6,10/20/17,1
56052.96,10/21/17,1
56022.48,10/22/17,1
55019.62,10/23/17,1
55249.12,10/24/17,0
54165.8,10/25/17,1
55197.26,10/26/17,1
55166.18,10/27/17,1
54106.63,10/28/17,1
57654.02,10/29/17,1
57476.58,10/30/17,1
59838.36,10/31/17,1
62429.67,11/1/17,1
63241.48,11/2/17,1
67416.44,11/3/17,1
69662.71,11/4/17,1
68992.52,11/5/17,0
67639.73,11/6/17,0
67639.73,11/7/17,0
67639.73,11/8/17,0
67639.73,11/9/17,0
67639.73,11/10/17,0
67639.73,11/11/17,0
67639.73,11/12/17,1
75987.64,11/13/17,1
75331.07,11/14/17,1
84702.17,11/15/17,1
90660.33,11/16/17,1
91283.75,11/17/17,1
90684.81,11/18/17,1
92894.91,11/19/17,1
93382.91,11/20/17,1
93499.85,11/21/17,1
95915.54,11/22/17,1
95552.26,11/23/17,1
95717.67,11/24/17,1
101012.6,11/25/17,1
101724.8,11/26/17,1
112739.67,11/27/17,1
115456.73,11/28/17,1
115068.0,11/29/17,1
117717.29,11/30/17,1
126261.72,12/1/17,1
126214.95,12/2/17,1
131467.1,12/3/17,1
134392.91,12/4/17,1
134467.04,12/5/17,1
157085.75,12/6/17,1
191435.52,12/7/17,1
195599.13,12/8/17,0
191763.85,12/9/17,0
191763.85,12/10/17,0
191763.85,12/11/17,1
215544.36,12/12/17,0
211318.0,12/13/17,0
211318.0,12/14/17,1
226545.31,12/15/17,1
248557.29,12/16/17,1
245768.37,12/17/17,1
241714.15,12/18/17,0
236974.66,12/19/17,0
236974.66,12/20/17,0
236974.66,12/21/17,2
237383.69,12/22/17,2
237383.69,12/23/17,2
237383.69,12/24/17,2
237383.69,12/25/17,2
237383.69,12/26/17,2
237383.69,12/27/17,2
239535.99,12/28/17,2
243441.67,12/29/17,2
243441.67,12/30/17,2
243441.67,12/31/17,2
243441.67,1/1/18,2
243441.67,1/2/18,2
243970.47,1/3/18,2
243896.25,1/4/18,1
270406.11,1/5/18,1
272690.36,1/6/18,1
270120.02,1/7/18,0
264823.55,1/8/18,0
264823.55,1/9/18,0
264823.55,1/10/18,0
264823.55,1/11/18,1
271660.56,1/12/18,1
269284.42,1/13/18,1
270489.75,1/14/18,1
273599.75,1/15/18,0
268235.05,1/16/18,0
268235.05,1/17/18,1
268380.24,1/18/18,1
264344.55,1/19/18,1
306355.86,1/20/18,0
300348.88,1/21/18,0
300348.88,1/22/18,0
300348.88,1/23/18,2
301902.44,1/24/18,2
302181.22,1/25/18,2
301779.78,1/26/18,1
307812.412,1/27/18,1
305317.64,1/28/18,1
299476.04,1/29/18,0
293603.96,1/30/18,0
293603.96,1/31/18,0
293603.96,2/1/18,0
293603.96,2/2/18,0
293603.96,2/3/18,0
293603.96,2/4/18,0
293603.96,2/5/18,0
293603.96,2/6/18,1
336663.39,2/7/18,1
342506.33,2/8/18,1
342695.17,2/9/18,1
345803.98,2/10/18,1
346783.98,2/11/18,0
339984.29,2/12/18,1
355203.64,2/13/18,1
385646.13,2/14/18,1
391306.35,2/15/18,1
418388.23,2/16/18,1
447920.34,2/17/18,1
457994.15,2/18/18,1
459032.56,2/19/18,1
470576.65,2/20/18,1
464610.5,2/21/18,0
455500.49,2/22/18,1
456958.48,2/23/18,1
457371.43,2/24/18,0
448403.36,2/25/18,1
469171.09,2/26/18,1
467849.83,2/27/18,1
470148.63,2/28/18,1
499128.58,3/1/18,1
495580.46,3/2/18,1
513525.99,3/3/18,1
518206.24,3/4/18,1
522134.59,3/5/18,0
511896.66,3/6/18,0
511896.66,3/7/18,0
511896.66,3/8/18,0
511896.66,3/9/18,0
511896.66,3/10/18,0
511896.66,3/11/18,1
525043.02,3/12/18,1
523433.88,3/13/18,1
523367.56,3/14/18,0
513105.45,3/15/18,1
513413.48,3/16/18,0
503346.55,3/17/18,0
503346.55,3/18/18,1
508008.11,3/19/18,1
519700.14,3/20/18,1
540360.58,3/21/18,0
529765.27,3/22/18,2
531406.33,3/23/18,2
533695.17,3/24/18,2
533695.17,3/25/18,2
533695.17,3/26/18,2
529373.99,3/27/18,2
525822.34,3/28/18,2
522428.54,3/29/18,2
526216.97,3/30/18,2
526216.97,3/31/18,2
526216.97,4/1/18,2
526216.97,4/2/18,2
526216.97,4/3/18,2
527736.29,4/4/18,2
523947.86,4/5/18,2
525329.06,4/6/18,2
525625.03,4/7/18,2
525625.03,4/8/18,2
525625.03,4/9/18,2
528387.43,4/10/18,2
533044.04,4/11/18,1
586377.201,4/12/18,1
593371.95,4/13/18,1
600474.0,4/14/18,1
623206.08,4/15/18,1
625249.75,4/16/18,0
612989.95,4/17/18,1
621485.46,4/18/18,1
622324.46,4/19/18,1
673836.85,4/20/18,1
670372.54,4/21/18,1
679764.92,4/22/18,1
680013.19,4/23/18,1
727333.25,4/24/18,1
735140.35,4/25/18,0
720725.83,4/26/18,0
720725.83,4/27/18,0
720725.83,4/28/18,1
738703.03,4/29/18,1
732790.44,4/30/18,1
731206.08,5/1/18,1
729771.77,5/2/18,1
762839.27,5/3/18,1
771867.55,5/4/18,1
775821.06,5/5/18,1
762116.58,5/6/18,1
762219.75,5/7/18,0
747274.26,5/8/18,0
747274.26,5/9/18,0
747274.26,5/10/18,0
747274.26,5/11/18,0
747274.26,5/12/18,0
747274.26,5/13/18,1
748940.41,5/14/18,1
736771.45,5/15/18,1
733274.51,5/16/18,0
718896.58,5/17/18,0
718896.58,5/18/18,0
718896.58,5/19/18,1
727754.2,5/20/18,1
717330.67,5/21/18,1
718277.96,5/22/18,0
704194.08,5/23/18,2
705795.15,5/24/18,2
705064.93,5/25/18,2
700737.72,5/26/18,2
700737.72,5/27/18,2
700737.72,5/28/18,2
700737.72,5/29/18,2
703550.41,5/30/18,2
706065.6,5/31/18,2
700250.91,6/1/18,2
700710.68,6/2/18,2
700710.68,6/3/18,2
700710.68,6/4/18,2
698871.62,6/5/18,2
703225.88,6/6/18,2
701684.31,6/7/18,2
702225.21,6/8/18,2
702955.43,6/9/18,2
702955.43,6/10/18,2
702955.43,6/11/18,2
702441.57,6/12/18,2
701089.32,6/13/18,1
716376.258,6/14/18,1
715341.27,6/15/18,1
701547.97,6/16/18,1
696696.52,6/17/18,1
694689.59,6/18/18,1
726074.5,6/19/18,1
723673.11,6/20/18,1
728642.76,6/21/18,0
714355.65,6/22/18,0
714355.65,6/23/18,0
714355.65,6/24/18,0
714355.65,6/25/18,0
714355.65,6/26/18,0
714355.65,6/27/18,0
714355.65,6/28/18,0
714355.65,6/29/18,1
737635.02,6/30/18,1
755589.0,7/1/18,1
766412.41,7/2/18,1
785420.9,7/3/18,1
781491.59,7/4/18,1
782687.24,7/5/18,1
777013.68,7/6/18,1
781609.22,7/7/18,1
800488.12,7/8/18,1
796989.26,7/9/18,0
781362.02,7/10/18,0
781362.02,7/11/18,0
781362.02,7/12/18,0
781362.02,7/13/18,0
781362.02,7/14/18,0
781362.02,7/15/18,1
798594.9,7/16/18,1
842177.86,7/17/18,1
897552.59,7/18/18,1
906720.03,7/19/18,1
910599.17,7/20/18,1
899191.62,7/21/18,1
913448.66,7/22/18,1
942697.86,7/23/18,1
945789.05,7/24/18,1
1011504.91,7/25/18,1
1003678.7,7/26/18,0
983998.73,7/27/18,1
994161.84,7/28/18,1
997088.83,7/29/18,1
998858.91,7/30/18,0
979273.44,7/31/18,0
979273.44,8/1/18,0
979273.44,8/2/18,0
979273.44,8/3/18,0
979273.44,8/4/18,0
979273.44,8/5/18,0
979273.44,8/6/18,0
979273.44,8/7/18,0
979273.44,8/8/18,0
979273.44,8/9/18,0
979273.44,8/10/18,0
979273.44,8/11/18,1
986997.93,8/12/18,1
992618.33,8/13/18,1
977770.66,8/14/18,1
995059.09,8/15/18,1
991923.83,8/16/18,1
987251.02,8/17/18,1
1006638.82,8/18/18,1
1001531.51,8/19/18,1
1014436.29,8/20/18,1
1001090.93,8/21/18,1
1028300.13,8/22/18,0
1008137.38,8/23/18,1
1017778.23,8/24/18,1
1045119.05,8/25/18,1
1048049.48,8/26/18,1
1045093.68,8/27/18,1
1088764.37,8/28/18,1
1100919.58,8/29/18,0
1079332.92,8/30/18,0
1079332.92,8/31/18,0
1079332.92,9/1/18,1
1092717.59,9/2/18,1
1094679.59,9/3/18,1
1095302.36,9/4/18,0
1073825.84,9/5/18,0
1073825.84,9/6/18,0
1073825.84,9/7/18,0
1073825.84,9/8/18,0
1073825.84,9/9/18,0
1073825.84,9/10/18,0
1073825.84,9/11/18,0
1073825.84,9/12/18,2
1075821.33,9/13/18,1
1073054.316,9/14/18,1
1076289.22,9/15/18,1
1076905.9,9/16/18,1
1056797.4,9/17/18,1
1039631.15,9/18/18,1
1047186.27,9/19/18,1
1059763.07,9/20/18,1
1101276.15,9/21/18,1
1115496.86,9/22/18,1
1107955.5,9/23/18,1
1096209.5,9/24/18,1
1086987.47,9/25/18,1
1068029.92,9/26/18,1
1079066.64,9/27/18,1
1103932.62,9/28/18,0
1082286.88,9/29/18,0
1082286.88,9/30/18,0
1082286.88,10/1/18,2
1085401.09,10/2/18,2
1082247.69,10/3/18,2
1084274.88,10/4/18,2
1084590.22,10/5/18,0
1073851.7,10/6/18,0
1073851.7,10/7/18,0
1073851.7,10/8/18,0
1073851.7,10/9/18,0
1073851.7,10/10/18,2
1078381.52,10/11/18,2
1091083.62,10/12/18,2
1100207.66,10/13/18,2
1100207.66,10/14/18,2
1100207.66,10/15/18,2
1100878.55,10/16/18,2
1099402.6,10/17/18,2
1093990.79,10/18/18,2
1098329.18,10/19/18,2
1093364.63,10/20/18,2
1093364.63,10/21/18,2
1093364.63,10/22/18,2
1105574.75,10/23/18,2
1100744.37,10/24/18,2
1100968.0,10/25/18,2
1103696.27,10/26/18,2
1100968.0,10/27/18,2
1100968.0,10/28/18,2
1100968.0,10/29/18,2
1096137.62,10/30/18,2
1086789.95,10/31/18,2
1101281.08,11/1/18,2
1102130.87,11/2/18,2
1102265.05,11/3/18,2
1102265.05,11/4/18,2
1102265.05,11/5/18,2
1101683.62,11/6/18,2
1100207.67,11/7/18,2
1095019.49,11/8/18,0
1084177.71,11/9/18,0
1084177.71,11/10/18,0
1084177.71,11/11/18,0
1084177.71,11/12/18,0
1084177.71,11/13/18,0
1084177.71,11/14/18,0
1084177.71,11/15/18,0
1084177.71,11/16/18,0
1084177.71,11/17/18,0
1084177.71,11/18/18,0
1084177.71,11/19/18,0
1084177.71,11/20/18,0
1084177.71,11/21/18,0
1084177.71,11/22/18,0
1084177.71,11/23/18,0
1084177.71,11/24/18,0
1084177.71,11/25/18,1
1089891.84,11/26/18,0
1068521.41,11/27/18,1
1133208.16,11/28/18,1
1177484.69,11/29/18,1
1181623.4,11/30/18,2
1159220.565,12/1/18,2
1159220.565,12/2/18,2
1159220.565,12/3/18,2
1168642.82,12/4/18,2
1164497.03,12/5/18,2
1170762.83,12/6/18,2
1171469.5,12/7/18,2
1173401.06,12/8/18,2
1173401.06,12/9/18,2
1173401.06,12/10/18,2
1173353.95,12/11/18,2
1173777.95,12/12/18,2
1170951.27,12/13/18,2
1163978.8,12/14/18,2
1169914.82,12/15/18,2
1169914.82,12/16/18,2
1169914.82,12/17/18,1
1190795.05,12/18/18,1
1275002.72,12/19/18,1
1333531.77,12/20/18,1
1384537.73,12/21/18,0
1357389.93,12/22/18,1
1370417.23,12/23/18,1
1359423.78,12/24/18,0
1332768.41,12/25/18,0
1332768.41,12/26/18,0
1332768.41,12/27/18,0
1332768.41,12/28/18,1
1365401.18,12/29/18,0
1338628.61,12/30/18,0
1338628.61,12/31/18,0
1338628.61,1/1/19,1
1348618.67,1/2/19,1
1352087.38,1/3/19,1
1336988.11,1/4/19,1
1348877.5,1/5/19,1
1371204.78,1/6/19,1
1411649.44,1/7/19,1
1410305.21,1/8/19,1
1410965.67,1/9/19,0
1383299.68,1/10/19,0
1383299.68,1/11/19,0
1383299.68,1/12/19,0
1383299.68,1/13/19,0
1383299.68,1/14/19,1
1404105.55,1/15/19,1
1390469.08,1/16/19,1
1390530.2,1/17/19,1
1394740.46,1/18/19,1
1417060.15,1/19/19,1
1422227.14,1/20/19,0
1394340.33,1/21/19,0
1394340.33,1/22/19,0
1394340.33,1/23/19,0
1394340.33,1/24/19,0
1394340.33,1/25/19,0
1394340.33,1/26/19,0
1394340.33,1/27/19,0
1394340.33,1/28/19,0
1394340.33,1/29/19,0
1394340.33,1/30/19,0
1394340.33,1/31/19,0
1394340.33,2/1/19,0
1394340.33,2/2/19,0
1394340.33,2/3/19,0
1394340.33,2/4/19,0
1394340.33,2/5/19,0
1394340.33,2/6/19,0
1394340.33,2/7/19,0
1394340.33,2/8/19,1
1474241.93,2/9/19,1
1475570.77,2/10/19,1
1484393.48,2/11/19,1
1461513.23,2/12/19,1
1462701.13,2/13/19,1
1455485.11,2/14/19,1
1449771.09,2/15/19,1
1452948.23,2/16/19,1
1457518.64,2/17/19,1
1478131.8,2/18/19,1
1574799.04,2/19/19,1
1581133.19,2/20/19,1
1605555.7,2/21/19,1
1588522.36,2/22/19,1
1604065.79,2/23/19,1
1666932.12,2/24/19,0
1634247.18,2/25/19,1
1636842.68,2/26/19,1
1629662.97,2/27/19,1
1630420.07,2/28/19,1
1637587.02,3/1/19,1
1631011.29,3/2/19,1
1629658.71,3/3/19,1
1622487.5,3/4/19,0
1590674.02,3/5/19,1
1618532.72,3/6/19,1
1620455.44,3/7/19,1
1624622.73,3/8/19,1
1620083.44,3/9/19,1
1651264.93,3/10/19,1
1641906.3,3/11/19,1
1622227.68,3/12/19,1
1627001.04,3/13/19,1
1620839.98,3/14/19,1
1623949.77,3/15/19,1
1645388.09,3/16/19,1
1678596.8,3/17/19,1
1669806.63,3/18/19,1
1671415.86,3/19/19,1
1684097.45,3/20/19,1
1695504.19,3/21/19,1
1668728.23,3/22/19,1
1671537.07,3/23/19,1
1676912.32,3/24/19,1
1669468.05,3/25/19,1
1645133.11,3/26/19,1
1650086.2,3/27/19,1
1692206.3,3/28/19,1
1687549.98,3/29/19,1
1720227.85,3/30/19,1
1719763.89,3/31/19,1
1719646.85,4/1/19,1
1735684.84,4/2/19,1
2040958.35,4/3/19,1
2073113.74,4/4/19,1
2052812.33,4/5/19,1
2101937.81,4/6/19,1
2112282.88,4/7/19,1
2169074.16,4/8/19,1
2202228.53,4/9/19,1
2163397.96,4/10/19,1
2219562.27,4/11/19,0
2176041.44,4/12/19,0
2176041.44,4/13/19,0
2176041.44,4/14/19,0
2176041.44,4/15/19,0
2176041.44,4/16/19,1
2201350.59,4/17/19,1
2211398.61,4/18/19,1
2235095.33,4/19/19,1
2235404.56,4/20/19,1
2249061.73,4/21/19,1
2237433.65,4/22/19,1
2277829.06,4/23/19,1
2337545.3,4/24/19,1
2301974.81,4/25/19,0
2256838.05,4/26/19,0
2256838.05,4/27/19,0
2256838.05,4/28/19,0
2256838.05,4/29/19,0
2256838.05,4/30/19,0
2256838.05,5/1/19,0
2256838.05,5/2/19,0
2256838.05,5/3/19,1
2322177.93,5/4/19,1
2368948.73,5/5/19,1
2347020.56,5/6/19,1
2333396.52,5/7/19,1
2362643.66,5/8/19,1
2436941.66,5/9/19,1
2523221.76,5/10/19,1
2605774.64,5/11/19,1
2975331.27,5/12/19,0
2916991.44,5/13/19,1
3205857.74,5/14/19,1
3275350.48,5/15/19,1
3363132.29,5/16/19,0
3297188.52,5/17/19,0
3297188.52,5/18/19,0
3297188.52,5/19/19,1
3645734.67,5/20/19,0
3574249.68,5/21/19,0
3574249.68,5/22/19,0
3574249.68,5/23/19,1
3621046.49,5/24/19,1
3677552.04,5/25/19,1
3708885.81,5/26/19,1
4018120.07,5/27/19,1
4029901.82,5/28/19,1
4006843.77,5/29/19,1
3980697.84,5/30/19,2
3908804.855,5/31/19,2
3973823.38,6/1/19,2
3973823.38,6/2/19,2
3973823.38,6/3/19,2
3995395.65,6/4/19,2
4027980.34,6/5/19,2
4029338.04,6/6/19,2
4044876.11,6/7/19,1
4025230.346,6/8/19,1
3991537.0,6/9/19,0
3913271.57,6/10/19,1
4027232.74,6/11/19,1
3975614.3,6/12/19,1
4103897.18,6/13/19,1
4136444.92,6/14/19,1
4365273.29,6/15/19,1
4448560.75,6/16/19,1
4508574.72,6/17/19,1
4683560.24,6/18/19,0
4591725.73,6/19/19,2
4666173.09,6/20/19,2
4725874.4,6/21/19,1
4914619.526,6/22/19,1
5135694.56,6/23/19,1
5205904.24,6/24/19,1
5303634.57,6/25/19,1
5664142.12,6/26/19,1
6225506.63,6/27/19,0
6103437.87,6/28/19,1
6651052.78,6/29/19,0
6520639.98,6/30/19,0
6520639.98,7/1/19,0
6520639.98,7/2/19,2
6560273.13,7/3/19,1
7064365.965,7/4/19,0
6925848.99,7/5/19,0
6925848.99,7/6/19,1
6961659.26,7/7/19,1
7113492.56,7/8/19,1
7631691.79,7/9/19,1
7801332.05,7/10/19,0
7648364.75,7/11/19,0
7648364.75,7/12/19,1
7796341.46,7/13/19,0
7643472.02,7/14/19,0
7643472.02,7/15/19,1
7998623.71,7/16/19,0
7841787.95,7/17/19,1
7914273.86,7/18/19,1
8703125.95,7/19/19,1
8619019.79,7/20/19,1
8806481.37,7/21/19,1
8661281.47,7/22/19,0
8491452.42,7/23/19,0
8491452.42,7/24/19,0
8491452.42,7/25/19,0
8491452.42,7/26/19,0
8491452.42,7/27/19,0
